product,size,price,in_stock,category,date_added
yellow skirt,XXL,"103,190",FALSE,Bottoms,2025-03-06
black tuxedo,One Size,450.31,FALSE,Formal,2025-05-08
brown belt,L,31.14,unknown,Accessories,01/15/2025
silver tie,XXL,47.49,TRUE,Accessories,2024-11-27
BLUE PANTS,XS,44.09,1,Bottoms,
green hoodie,L,57.99,TRUE,Tops,17-Dec-2025
khaki shorts,S,43.67,FALSE,Bottoms,2025-10-19
yellow skirt,XS,-43.01,FALSE,Bottoms,2024-09-22
white-tuxedo  ,One Size,618.36,TRUE,Formal,2025-03-18
yellow skirt,S,81.67,unknown,Bottoms,25-Mar-2025
leather wallet,XS,55.62,TRUE,Accessories,2024-08-19
BLUE PANTS,XS,49.17,FALSE,Bottoms,10/26/2024
blue shirt,L ,27.69,Yes,Tops,01/21/2025
gray sweater,L,97.83,TRUE,Tops,01/31/2025
blue shirt,XS,282.8,FALSE,Tops,04/21/2025
 blue shirt ,x l,39.88,TRUE,Tops,06/15/2025
black tuxedo, S ,416.77,TRUE,Formal,08/15/2024
black tuxedo,XS,-375.98, false,Formal,2025-04-07
navy blazer,XS,345.55,,Formal,25-Feb-2025
pink blouse,L,$106.00,TRUE,Tops,13-Jun-2025
sports socks, m,7.16,unknown,Accessories,2025-06-29
white tuxedo,XL,360.54,FALSE,Formal,2025-09-06
 white tuxedo ,l,3071.8,unknown,Formal,2025-02-18
silver tie,M,24.07  ,FALSE,Accessories,09/16/2025
BLUE PANTS,XL,7808.0,TRUE,Bottoms,2025-12-23
yellow skirt,L,71.47,FALSE,Bottoms,
denim jacket,med,,FALSE,Outerwear,2026-05-27
leather wallet,x l,,FALSE,Accessories,2025-04-16
silver tie,XL,28.1,TRUE,Accessories,03/09/2025
sports socks,L,23.98,TrUe,Accessories,11/04/2024
pink blouse,XS,55.91,1,Tops,04-Jan-2026
leather wallet,S,42.15,FALSE,Accessories,01/12/2026
green hoodie,M,43.36,TRUE,Tops,10/25/2025
silver tie, S ,23.23,FALSE,Accessories,2026-04-23
brown  belt,S,31.78,TRUE,Accessories,10-Feb-2025
denim-jacket  ,L,65.5,unknown,Outerwear,17-Sep-2025
white tuxedo,L,502.63,TRUE,Formal,2026-05-09
navy blazer,m,265.26,FALSE,Formal,01/08/2026
denim jacket,XL,77.06,FALSE,Outerwear,2025-04-30
green hoodie,M,,TRUE,Tops,
sports socks,L,,FALSE,Accessories,04-Oct-2024
sports socks,XS,6.67,,Accessories,05/20/2025
white dress,XS,,TRUE,Dresses,05-Dec-2024
white tuxedo,L ,344.35,TRUE,Formal,2025-04-28
red shirt,L ,40.91,FALSE,Tops,08/31/2024
pink blouse,L,71.06,FALSE,Tops,20-Oct-2024
blue pants,XS,43.79,FALSE,Bottoms,2025-06-16T09:31:00
khaki shorts, M ,"49,37",FALSE,Bottoms,07/08/2025
,L,,TRUE,Formal,2025-10-15
white tuxedo,l,281.57,Y,Formal,25-Aug-2025
red shirt,XL,52.64,FALSE,Tops,25-Jun-2025
white sneakers,S,75.19 USD,FALSE,Shoes,28-Jun-2025
 white dress ,L,257.77,TRUE,Dresses,02-Mar-2025
red shirt,Large,"58,830",F,Tops,11/13/2024
black jeans,M,93.14 USD,TRUE,Bottoms,10/04/2025
pink blouse,3XL,-85.63,unknown,Tops,2024-12-17
unknown product,Large,26.73,No,Outerwear,03/07/2025
pink blouse,M,6382.0,Y,Tops,
navy blazer,XS,"222,58",TRUE,Formal,2025-05-05
blue shirt,One Size,55.71,TRUE,Tops,06/02/2025
sports socks,L,,TRUE,Accessories,07/21/2025
brown belt,L,,Y,Accessories,28-Mar-2025
white sneakers,XS,165.88,TRUE,Shoes,2024-09-26
NAVY BLAZER,S,-168.54,TRUE,Formal,2024-09-21
blue pants,XL,$87.53,TRUE,Bottoms,05/31/2025
black jeans,S,"78,09",TRUE,Bottoms,14-Dec-2025
white sneakers,XXL,54.24,TrUe,Shoes,01/26/2026
leather wallet,L,112.48,FALSE,Accessories,09/05/2024
green hoodie,XXL,2795.0,FALSE,Tops,
silver tie,s,45.97,FALSE,Accessories,03-Sep-2025
navy blazer,XXL,"215,16",TRUE,Formal,2025-09-18
black jeans,XL,123.57,FALSE,Bottoms,03/21/2025
,XS,$28.95,unknown,Shoes,2025-01-09
White Sneakers,,9364.0,Y,Shoes,11-Jan-2026
white tuxedo,XL,467.92,Y,Formal,
gray sweater,3XL,121.46,Yes,Tops,2024-11-30
gray sweater,XL,91.89,FALSE,Tops,02/12/2025
YELLOW SKIRT,M,,FALSE,Bottoms,2025-07-05
white sneakers,XS,-63.59,FALSE,Shoes,2025-07-15
yellow skirt,M,1979.5000000000002,TRUE,Bottoms,01/04/2025
white sneakers,S,121.55,Yes,Shoes,2025-12-30
black  boots,XS,260.81,Y,Shoes,03-Sep-2024
navy blazer,M,352.33,TRUE,Formal,2025-06-01
black boots,L,193.33,,Shoes,31-May-2025
yellow skirt,xxl,"77,530",FALSE,Bottoms,16-Oct-2025
blue pants,XXL,46.84,0,Bottoms,07/25/2025
brown belt,M,,F,Accessories,09/02/2025
white_dress  ,S,151.1,FALSE,Dresses,06/15/2025
black jeans,XL,94.79,,Bottoms,01/25/2026
white tuxedo,XS,,TRUE,Formal,09/20/2025
blue shirt,XS,33.36,unknown,Tops,02-Jul-2025
yellow skirt, L ,-78.09,FALSE,Bottoms,09/08/2025
black jeans,Large,47.26,TRUE,Bottoms,
black jeans,XS,81.46,FALSE,Bottoms,2025-05-17
navy blazer,XS,304.13,TRUE,Formal,01/15/2026
green hoodie, XL ,$65.35,False,Tops,18-Jun-2025
white tuxedo,XS,527.68,FALSE,Formal,06/14/2025
black jeans,XS,106.39,unknown,Bottoms,
black tuxedo,S,679.43,FALSE,Formal,04/23/2025
pink blouse,L,4134.0,TRUE,Tops,12/25/2025
blue shirt,S,,TRUE,Tops,06-Jul-2025
sports socks,XL,5.43,TRUE,Accessories,12/21/2025
black jeans,XS,78.41,TRUE,Bottoms,11/30/2025
BLACK BOOTS,XL,180.18,Y,Shoes,2024-09-21
brown belt,XL,32.94,FALSE,Accessories,06/21/2025
gray sweater,XS,91.4,TRUE,Tops,07/21/2025
sports socks,M,15.13,0,Accessories,05/16/2025
,xs,227.56 USD,TRUE,Accessories,02/23/2025
black tuxedo,XXL,-229.54,unknown,Formal,11/04/2025
brown belt,,$30.93,N,Accessories,10-Mar-2025
blue pants,M,57.55,TRUE,Bottoms,2025-09-07T02:21:00
yellow skirt,XL,95.44,TRUE,Bottoms,21-Sep-2025
white tuxedo,M,211.93,T,Formal,03/31/2025
yellow skirt,L,$109.75,FALSE,Bottoms,10/20/2025
sports-socks,3XL,13.04,FALSE,Accessories,07/19/2025
red shirt,XL,free,TRUE,Tops,2025-12-23
sports socks,med,5.22,TRUE,Accessories,22-Jun-2025
,Large,,TRUE,Bottoms,21-Nov-2024
black_tuxedo ,S,594.01,FALSE,Formal,17-Nov-2025
blue  pants ,XL,51.4,FALSE,Bottoms,2025-12-25
black jeans,M,,FALSE,Bottoms,08/13/2024
gray sweater,l,"104,40",FALSE,Tops,10/19/2025
yellow skirt,One Size,84.21,,Bottoms,23-Dec-2025
gray sweater,XXL,109.39,TRUE,Tops,2024-08-20
black tuxedo, m,440.60 USD,FALSE,Formal,2024-10-28
blue pants,XL,-74.8,TRUE,Bottoms,07/28/2025
blue pants, m,88.55,FALSE,Bottoms,07-Feb-2025
blue pants,M,43.53,FALSE,Bottoms,01-Mar-2025
black jeans,XXL,,FALSE,Bottoms,2025-06-22
white dress,XL,free,1,Dresses,2024-09-11
black jeans,L,108.55,TRUE,Bottoms,16-Aug-2025
brown belt,M,23.97,Y,Accessories,06-Sep-2024
blue pants,XL,80.96,TRUE,Bottoms,2025-11-21
 white dress ,XL,242.31,TRUE,Dresses,25-Jul-2025
leather  wallet  ,XS,34.29,TRUE,Accessories,14-Jan-2026
black-jeans,M,97.71,TRUE,Bottoms,2024-12-16T20:28:00
leather_wallet  ,M,,TRUE,Accessories,09/14/2025
blue pants,S,79.18,Y,Bottoms,2026-05-22
white sneakers,XXL,164.09 USD,TRUE,Shoes,20-Jan-2025
leather wallet,M,65.62 USD,TRUE,Accessories,23-Jun-2025
black tuxedo, m,500.65,,Formal,2025-01-04
blue-pants ,L,-57.78,Y,Bottoms,2025-10-07T04:55:00
white dress,M,140.81 USD,1,Dresses,2026-02-18
black boots,XL,302.06,unknown,Shoes,03/27/2025
silver tie,S,26.34,,Accessories,2024-10-04
leather wallet,XL,85.88,TRUE,Accessories,not a date
white tuxedo,S,439.11 ,N,Formal,11-Oct-2025
leather  wallet  ,xs,100.6,FALSE,Accessories,2025-01-13
white tuxedo,XXL,266.18,unknown,Formal,17-Jun-2025
black boots,L,207.83,FALSE,Shoes,13-Nov-2025
silver tie,,36.84,Yes,Accessories,10/26/2025
white sneakers, xl ,-53.45,TRUE,Shoes,04/26/2025
Green Hoodie,S,43.18,FALSE,Tops,2025-02-21
yellow skirt,XL,$33.68,Yes,Bottoms,08-Dec-2024
yellow skirt,S,,FALSE,Bottoms,27-Aug-2024
white tuxedo,M,-506.68,TRUE,Formal,2025-07-15
green hoodie,XS,"86,740",TRUE,Tops,10/08/2025
sports socks,XS,6.71,TRUE,Accessories,2026-01-05
black jeans,XS,3429.0,FALSE,Bottoms,07/29/2025
blue pants, M ,74.52,FALSE,Bottoms,2025-06-29
white tuxedo,XS,19410.5,unknown,Formal,2025-09-27
navy blazer,M,188.99 USD,0,Formal,20-Nov-2025
sports socks,S,"17,980",TRUE,Accessories,29-Jan-2025
black tuxedo,S,$623.42,TRUE,Formal,2025-12-26
white dress,xl,"130,33",,Dresses,10-Mar-2025
black tuxedo,L,-385.31,TRUE,Formal,2025-08-31
denim jacket,XXL,16013.999999999998,,Outerwear,30-May-2025
khaki shorts,XXL,,,Bottoms,2024-12-22
white dress,XL,"128,900",unknown,Dresses,2025-03-08
black jeans,XL,-74.05,TRUE,Bottoms,12/09/2025
denim jacket,M,217.79,TRUE,Outerwear,25-Nov-2025
khaki shorts,XXL,30.09,TRUE,Bottoms,09/14/2024
leather wallet,XL,79.14,FALSE,Accessories,2025-10-23
 blue pants ,Large,63.10 USD,F,Bottoms,10-Dec-2025
khaki shorts,S,64.99,0,Bottoms,07/10/2025
white tuxedo,L,374.03,FALSE,Formal,07/15/2025
yellow skirt,S,33.62,Yes,Bottoms,
gray sweater,L ,65.46,FALSE,Tops,2025-11-02
silver tie,XS,23.2,,Accessories,07/27/2025
 silver tie ,XL,48.96,0,Accessories,2026-02-27
PINK BLOUSE,M,49.53,TRUE,Tops,04-Oct-2024
navy blazer,L,$141.55,Y,Formal,2025-09-18
brown belt,M,37.08,TRUE,Accessories,08/22/2025
white sneakers,XS,97.59,,Shoes,26-Nov-2024
blue pants,S,57.91,TRUE,Bottoms,08-Jan-2026
blue pants,L,84.9,TrUe,Bottoms,04/02/2025
white sneakers,XS,,FALSE,Shoes,04/22/2025
white dress, L ,231.92,,Dresses,2025-04-20
silver tie,XS,52.29,Y,Accessories,2024-09-10
khaki shorts,xxl,31.21,FALSE,Bottoms,2025-08-25
pink blouse,M,83.92,TRUE,Tops,07/09/2025
leather wallet,XL,33.06,FALSE,Accessories,09/06/2024
white dress,XL,178.63,TRUE,Dresses,06-Nov-2025
brown belt,3XL,,FALSE,Accessories,2026-04-11
denim jacket,XL,145.98,TRUE,Outerwear,18-Dec-2024
navy blazer,S,290.97,TRUE,Formal,01/14/2025
blue shirt,XL,,FALSE,Tops,18-May-2025
pink blouse,XS,103.31 USD,TRUE,Tops,2025-07-16
black tuxedo,XL,377.0,TRUE,Formal,2026-01-07
Silver Tie,XL,22.59,False,Accessories,01/08/2026
 green hoodie ,XXL,60.29,FALSE,Tops,2025-01-31
 gray sweater ,XXL,128.71,FALSE,Tops,20-Aug-2025
yellow skirt,XL,$33.68,Yes,Bottoms,08-Dec-2024
black boots,L,"284,27",TRUE,Shoes,2024-10-12
 red shirt ,XS,27.43,FALSE,Tops,01/15/2025
black boots,M,$232.42,No,Shoes,2025-03-02
silver tie,XL,37.5,Yes,Accessories,08/18/2025
white dress,L,129.15,TRUE,Dresses,2025-07-01
pink blouse,xl,75.46,TRUE,Tops,not a date
red shirt,XXL,,TRUE,Tops,2025-09-16
Black Jeans,M,72.12,TRUE,Bottoms,05-Jul-2025
black jeans,XS,84.84,,Bottoms,2026-04-11
SILVER TIE,M,27.21,,Accessories,28-Mar-2025
gray sweater,M,-58.18,FALSE,Tops,02-Apr-2025
white tuxedo,XS,559.45,TRUE,Formal,08/16/2025
white sneakers,One Size,158.0,,Shoes,12/18/2025
black boots,L,228.37  , false,Shoes,2025-07-28
red shirt,M,26.43,FALSE,Tops,2026-03-28
blue shirt, XS ,47.17,TRUE,Tops,2025-06-02
 gray sweater ,xxl,121.71,FALSE,Tops,2025-12-12T20:53:00
 black boots ,XS,276.13,FALSE,Shoes,10/19/2024
gray sweater,XS,$139.00,TRUE,Tops,
gray sweater,XXL,113.8,0,Tops,01/17/2025
BLACK BOOTS,S,"135,02",TRUE,Shoes,15-Oct-2025
yellow skirt,,36.83,FALSE,Bottoms,01/16/2026
brown belt,med,50.62,TRUE,Accessories,01/18/2025
yellow-skirt ,N,"37,770",1,Bottoms,26-Dec-2025
green hoodie,m,699.8000000000001,FALSE,Tops,02/18/2025
green hoodie,XS,41.19 USD,TRUE,Tops,2024-10-16
silver tie,M,27.48,TRUE,Accessories,25-Dec-2025
white dress,S,147.33 USD,unknown,Dresses,08/29/2024
white tuxedo,XXL,559.96,FALSE,Formal,01/29/2026
gray_sweater  ,S,626.5,FALSE,Tops,05/10/2025
black boots,L,313.23,unknown,Shoes,06-Sep-2024
white dress,XL,224.36,0,Dresses,15-Nov-2024
sports socks,M,17.85,Yes,Accessories,05/30/2025
denim jacket,XXL,,TRUE,Outerwear,04/07/2025
black tuxedo,XXL,751.98,TRUE,Formal,not a date
leather wallet,M,free,FALSE,Accessories,2025-08-05
black jeans,M,$67.05,FALSE,Bottoms,29-Oct-2025
silver tie,XXL,free,TRUE,Accessories,2026-03-29
black jeans,XL,51.39,0,Bottoms,2026-01-19
navy  blazer  ,L ,313.46,FALSE,Formal,10-Mar-2025
black jeans,XS,free,FALSE,Bottoms,2024-12-18
white dress,M,179.56,TRUE,Dresses,01/23/2026
navy blazer,XXL,396.08,TRUE,Formal,02/10/2025
pink blouse, XS ,86.02,TRUE,Tops,20-Oct-2024
yellow skirt,L,99.05,TRUE,Bottoms,2025-12-27
 yellow skirt ,S,789.2,FALSE,Bottoms,02/07/2025
white tuxedo,M,514.17,TRUE,Formal,2025-02-13
black boots,XXL,201.83,TRUE,Shoes,2024-09-24
khaki shorts,XXL,free,TRUE,Bottoms,11-Nov-2024
black tuxedo,3XL,338.02,,Formal,03-Mar-2025
white sneakers,med,"128,000",TRUE ,Shoes,01/25/2025
yellow skirt,med,91.52,Y,Bottoms,14-Sep-2024
leather wallet,L,41.45,TRUE,Accessories,2025-07-24
black boots,,148.36,N,Shoes,02-Aug-2025
SILVER TIE,XXL,36.04,TRUE,Accessories,2026-01-05T16:46:00
brown belt,XL,$32.28,TRUE,Accessories,11-Oct-2024
 yellow skirt ,L,105.96, false,Bottoms,not a date
black jeans,XS,48.15,FALSE,Bottoms,2026-01-28
 brown belt ,XXL,30.08,FALSE,Accessories,08/23/2024
yellow-skirt ,Large,107.95,FALSE,Bottoms,01-May-2025
white dress,XS,197.54,FALSE,Dresses,09/20/2024
silver_tie  ,XS,free,TRUE,Accessories,2025-10-04
pink blouse,XXL,40.7,unknown,Tops,13/40/2024
NAVY BLAZER,med,145.28,FALSE,Formal,28-Jul-2025
green hoodie,xxl,,FALSE,Tops,2026-03-02
,M,79.85,,,19-Feb-2025
white_dress  ,s,172.68,TRUE,Dresses,12/21/2024
blue-pants ,L,-57.78,Y,Bottoms,2025-10-07T04:55:00
black jeans,L,72.94,FALSE,Bottoms,07-Oct-2025
khaki shorts,M,69.69,FALSE,Bottoms,08/05/2025
black tuxedo,S,-321.27,TRUE,Formal,09-Oct-2024
Black Tuxedo,xxl,"752,000",FALSE,Formal,17-Dec-2024
black_jeans ,XL,,TRUE,Bottoms,04/07/2025
gray sweater,S,,TRUE,Tops,2025-11-15
white sneakers,XS,,FALSE,Shoes,10/27/2025
white dress,3XL,251.66,FALSE,Dresses,18-Jan-2025
white_tuxedo ,L,425.99,TRUE,Formal,09/24/2024
WHITE TUXEDO,XL,511.35,TRUE,Formal,
yellow skirt, M ,3466.5,Y,Bottoms,29-Sep-2025
??,XS,-324.64,TRUE,Bottoms,2024-11-19
blue shirt,XXL,,FALSE,Tops,21-Aug-2025
Blue Shirt,M,44.49,TRUE,Tops,09/20/2025
white-tuxedo  ,One Size,618.36,TRUE,Formal,2025-03-18
denim jacket,XS,195.43,TRUE,Outerwear,22-Jan-2026
leather wallet,XL,,TRUE,Accessories,2024-12-08
blue shirt,XS,51.99,FALSE,Tops,2025-05-16
Red Shirt,XL,53.79,unknown,Tops,12-Jan-2026
red shirt,S,33.49,FALSE,Tops,10/13/2025
black boots,S,,,Shoes,06/11/2025
white dress,M,154.9,TRUE,Dresses,30-Aug-2025
leather wallet,XXL,85.18,FALSE,Accessories,07/30/2025
BLUE PANTS,XL,42.57,FALSE,Bottoms,11-Aug-2025
Red Shirt,XL,33.74,FALSE,Tops,2024-10-26
yellow skirt,XS,-49.88,unknown,Bottoms,
silver tie,XXL,55.91 USD,TRUE,Accessories,2025-05-06
